Date,Open,High,Low,Close,20sma
2017-08-17 04:00:00,4261.48000000,4328.69000000,4261.32000000,4315.32000000,
2017-08-17 06:00:00,4330.29000000,4349.99000000,4287.41000000,4349.99000000,
2017-08-17 08:00:00,4333.32000000,4445.78000000,4333.32000000,4444.00000000,
2017-08-17 10:00:00,4441.10000000,4485.39000000,4399.81000000,4427.30000000,
2017-08-17 12:00:00,4436.06000000,4459.00000000,4411.00000000,4459.00000000,
2017-08-17 14:00:00,4459.00000000,4485.39000000,4333.42000000,4352.34000000,
2017-08-17 16:00:00,4352.33000000,4354.84000000,4235.45000000,4289.24000000,
2017-08-17 18:00:00,4289.24000000,4335.30000000,4200.74000000,4325.23000000,
2017-08-17 20:00:00,4307.56000000,4369.69000000,4258.56000000,4333.55000000,
2017-08-17 22:00:00,4333.55000000,4359.13000000,4280.82000000,4285.08000000,
2017-08-18 00:00:00,4285.08000000,4340.62000000,4134.61000000,4243.59000000,
2017-08-18 02:00:00,4251.95000000,4308.70000000,4234.00000000,4292.39000000,
2017-08-18 04:00:00,4292.39000000,4340.62000000,4234.43000000,4313.56000000,
2017-08-18 06:00:00,4313.56000000,4316.98000000,4247.75000000,4300.25000000,
2017-08-18 08:00:00,4285.00000000,4327.25000000,4259.85000000,4304.15000000,
2017-08-18 10:00:00,4304.15000000,4371.52000000,4296.04000000,4340.31000000,
2017-08-18 12:00:00,4320.52000000,4340.31000000,4221.05000000,4293.09000000,
2017-08-18 14:00:00,4293.09000000,4293.09000000,4193.70000000,4236.89000000,
2017-08-18 16:00:00,4234.54000000,4283.79000000,4066.53000000,4193.35000000,
2017-08-18 18:00:00,4171.17000000,4297.75000000,4015.70000000,4136.28000000,4311.7455
2017-08-18 20:00:00,4135.00000000,4135.00000000,3938.77000000,3975.69000000,4294.764
2017-08-18 22:00:00,3996.92000000,4136.48000000,3938.77000000,4108.37000000,4282.683
2017-08-19 00:00:00,4108.37000000,4184.69000000,4084.28000000,4148.53000000,4267.9095
2017-08-19 02:00:00,4148.53000000,4184.00000000,4103.52000000,4138.55000000,4253.472
2017-08-19 04:00:00,4138.50000000,4156.00000000,4027.83000000,4077.00000000,4234.372
2017-08-19 06:00:00,4077.00000000,4082.00000000,3933.21000000,4033.47000000,4218.4285
2017-08-19 08:00:00,4033.47000000,4082.25000000,3964.08000000,4068.20000000,4207.3765
2017-08-19 10:00:00,4054.00000000,4082.00000000,3850.00000000,3957.60000000,4188.995000000001
2017-08-19 12:00:00,3945.12000000,4100.00000000,3928.89000000,4039.84000000,4174.3095
2017-08-19 14:00:00,4066.00000000,4068.31000000,3964.67000000,3972.05000000,4158.658
2017-08-19 16:00:00,4036.19000000,4049.69000000,3953.40000000,4027.37000000,4147.847
2017-08-19 18:00:00,4013.69000000,4103.92000000,4013.69000000,4076.12000000,4137.0335
2017-08-19 20:00:00,4088.71000000,4149.99000000,4051.47000000,4074.23000000,4125.067000000001
2017-08-19 22:00:00,4090.00000000,4141.00000000,4090.00000000,4139.98000000,4117.0535
2017-08-20 00:00:00,4120.98000000,4139.98000000,4044.00000000,4082.53000000,4105.9725
2017-08-20 02:00:00,4096.33000000,4124.69000000,4082.62000000,4094.62000000,4093.6879999999996
2017-08-20 04:00:00,4094.62000000,4142.16000000,4087.00000000,4117.41000000,4084.904
2017-08-20 06:00:00,4117.41000000,4156.56000000,4081.19000000,4155.87000000,4080.853
2017-08-20 08:00:00,4155.87000000,4211.08000000,4032.62000000,4155.00000000,4078.9354999999996
2017-08-20 10:00:00,4140.00000000,4142.41000000,4080.00000000,4106.53000000,4077.4479999999994
2017-08-20 12:00:00,4106.53000000,4125.43000000,4063.35000000,4063.35000000,4081.8309999999997
2017-08-20 14:00:00,4096.32000000,4125.00000000,4068.50000000,4125.00000000,4082.6625
2017-08-20 16:00:00,4125.00000000,4150.00000000,4091.59000000,4129.00000000,4081.686
2017-08-20 18:00:00,4129.32000000,4185.94000000,4116.00000000,4164.60000000,4082.9884999999995
2017-08-20 20:00:00,4161.59000000,4171.62000000,4116.00000000,4150.00000000,4086.6384999999996
2017-08-20 22:00:00,4162.59000000,4171.62000000,4069.13000000,4086.29000000,4089.2794999999996
2017-08-21 00:00:00,4069.13000000,4119.62000000,4062.78000000,4094.60000000,4090.5995000000003
2017-08-21 02:00:00,4094.60000000,4109.26000000,4039.00000000,4084.76000000,4096.9574999999995
2017-08-21 04:00:00,4079.26000000,4104.68000000,4011.02000000,4016.90000000,4095.8104999999996
2017-08-21 06:00:00,4011.04000000,4055.92000000,3953.40000000,4043.63000000,4099.389499999999
2017-08-21 08:00:00,4043.63000000,4077.07000000,4010.78000000,4074.00000000,4101.721
